task_id,repo,condition,model,pred_index,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage,majority_category,unanimous,has_unique_majority,annotator_11_category,annotator_11_confidence,annotator_11_supported,annotator_11_path_grounded,annotator_11_needs_discussion,annotator_11_notes,annotator_12_category,annotator_12_confidence,annotator_12_supported,annotator_12_path_grounded,annotator_12_needs_discussion,annotator_12_notes,annotator_13_category,annotator_13_confidence,annotator_13_supported,annotator_13_path_grounded,annotator_13_needs_discussion,annotator_13_notes
4jean__lav_sms::oracle_upper_bound::deepseek-v4-pro::6,4jean__lav_sms,oracle_upper_bound,deepseek-v4-pro,6,Accountant,Manage payments and print receipts,"Accountant creates payment records, views invoices, and prints payment receipts.",app/Http/Controllers/SupportTeam/PaymentController.php | resources/views/pages/support_team/payments | app/Helpers/Pay.php,Manage payments,0.4,0.25,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Payment controller/pages directly support payments and receipt workflows.,matched_supported_goal,medium,True,True,False,Payment controller/pages directly support payments and receipt workflows.,matched_supported_goal,medium,True,True,False,Payment controller/pages directly support payments and receipt workflows.
4jean__lav_sms::oracle_upper_bound::deepseek-v4-pro::7,4jean__lav_sms,oracle_upper_bound,deepseek-v4-pro,7,Librarian,Manage library books,"Librarian adds, edits, and removes books from the library catalog.",app/Http/Controllers/SupportTeam/BookController.php | resources/views/pages/librarian/menu.blade.php | app/Models/Book.php,Manage timetable,0.25,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Book controller and librarian menu support library-book management.,matched_supported_goal,medium,True,True,False,Book controller and librarian menu support library-book management.,matched_supported_goal,medium,True,True,False,Book controller and librarian menu support library-book management.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_only::deepseek-v4-pro::0,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_only,deepseek-v4-pro,0,Student,Manage Courses,"Student can add, view, update, and delete their course enrollments.",README.md,Manage courses,1.0,0.125,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README plus strong oracle similarity support course-management as a real workflow.,matched_supported_goal,high,True,True,False,README plus strong oracle similarity support course-management as a real workflow.,matched_supported_goal,high,True,True,False,README plus strong oracle similarity support course-management as a real workflow.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_only::deepseek-v4-pro::1,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_only,deepseek-v4-pro,1,Student,Manage Reviews,"Student can create, read, update, and delete their reviews for courses or instructors.",README.md,Manage courses,0.3333,,readme_overgeneralization,True,True,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support review CRUD specifically.,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support review CRUD specifically.,readme_overgeneralization,medium,False,False,False,README-only evidence is too weak to support review CRUD specifically.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_only::deepseek-v4-pro::2,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_only,deepseek-v4-pro,2,Student,Manage Passport Details,"Student can input, view, and update their passport information.",README.md,Manage student passport details,0.75,0.1667,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README plus strong similarity/coverage support passport-detail management.,matched_supported_goal,high,True,True,False,README plus strong similarity/coverage support passport-detail management.,matched_supported_goal,high,True,True,False,README plus strong similarity/coverage support passport-detail management.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::file_tree_only::deepseek-v4-pro::0,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,deepseek-v4-pro,0,User,Create Student,Register a new student in the database by providing personal details.,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/entity/Student.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/repository/StudentReposit...,Manage student records,0.25,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Student controller/service/repository directly support creating student records.,matched_supported_goal,medium,True,True,False,Student controller/service/repository directly support creating student records.,matched_supported_goal,medium,True,True,False,Student controller/service/repository directly support creating student records.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::file_tree_only::deepseek-v4-pro::1,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,deepseek-v4-pro,1,User,View All Students,Retrieve a list of all stored student records.,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java,Remove course from student,0.1481,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Student controller/service directly support listing students.,matched_supported_goal,medium,True,True,False,Student controller/service directly support listing students.,matched_supported_goal,medium,True,True,False,Student controller/service directly support listing students.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::file_tree_only::deepseek-v4-pro::2,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,deepseek-v4-pro,2,User,Add Course,"Create a new course offering, such as a class or subject, in the system.",src/main/java/studentdbms/controller/CourseController.java | src/main/java/studentdbms/entity/Course.java | src/main/java/studentdbms/service/CourseService.java,Add course to student,0.6667,0.1429,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Course controller/service directly support creating courses.,matched_supported_goal,medium,True,True,False,Course controller/service directly support creating courses.,matched_supported_goal,medium,True,True,False,Course controller/service directly support creating courses.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::file_tree_only::deepseek-v4-pro::3,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,deepseek-v4-pro,3,User,Submit Review,Record a review (likely for a course or a student) by providing review content.,src/main/java/studentdbms/controller/ReviewController.java | src/main/java/studentdbms/entity/Review.java | src/main/java/studentdbms/service/ReviewService.java,Add course review,0.25,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Review controller/service directly support saving reviews.,matched_supported_goal,medium,True,True,False,Review controller/service directly support saving reviews.,matched_supported_goal,medium,True,True,False,Review controller/service directly support saving reviews.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::file_tree_only::deepseek-v4-pro::4,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,file_tree_only,deepseek-v4-pro,4,User,Add Passport,Add passport information for a student.,src/main/java/studentdbms/controller/PassportController.java | src/main/java/studentdbms/entity/Passport.java | src/main/java/studentdbms/service/PassportService.java,Add course to student,0.25,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Passport controller/service directly support adding passport information.,matched_supported_goal,medium,True,True,False,Passport controller/service directly support adding passport information.,matched_supported_goal,medium,True,True,False,Passport controller/service directly support adding passport information.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_plus_code::deepseek-v4-pro::0,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_code,deepseek-v4-pro,0,Student,View all courses,A student can browse a list of all courses.,/courses (GET),Manage courses,0.25,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,GET /courses directly supports browsing all courses.,matched_supported_goal,medium,True,True,False,GET /courses directly supports browsing all courses.,matched_supported_goal,medium,True,True,False,GET /courses directly supports browsing all courses.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_plus_code::deepseek-v4-pro::1,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_code,deepseek-v4-pro,1,Student,View course details,A student can view a specific course and its reviews.,/courses/{id} (GET),Remove course from student,0.2083,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,GET /courses/{id} directly supports course-detail viewing.,matched_supported_goal,medium,True,True,False,GET /courses/{id} directly supports course-detail viewing.,matched_supported_goal,medium,True,True,False,GET /courses/{id} directly supports course-detail viewing.
AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot::readme_plus_code::deepseek-v4-pro::2,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,readme_plus_code,deepseek-v4-pro,2,Student,Add a new course,A student can create a new course.,/courses/add (GET) | /courses/save (POST),Add course to student,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Course add/save routes directly support course creation.,matched_supported_goal,medium,True,True,False,Course add/save routes directly support course creation.,matched_supported_goal,medium,True,True,False,Course add/save routes directly support course creation.
