repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
Asitha123__Java-Spring-boot-Student-Management-System,random_code_same_budget,deepseek-v4-pro,5,code_context_overgeneralization,Administrator,Add Room,Administrator registers a new room in the system.,student-management-system/src/main/java/com/studentmgr/model/Room.java | student-management-system/src/main/java/com/studentmgr/service/RoomService.java,Open student create or edit form,0.1034,
Asitha123__Java-Spring-boot-Student-Management-System,random_code_same_budget,deepseek-v4-pro,6,code_context_overgeneralization,Administrator,Subscribe to Real-time Notifications,Administrator subscribes to server-sent events to receive live updates on specific resources.,student-management-system/src/main/java/com/studentmgr/common/sse/SseEmitterApplicationEventListener.java | student-management-system/src/main/java/com/studentmgr/common/sse/SubmissionEvent.java | student-management-s...,Open student create or edit form,0.08,
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,deepseek-v4-pro,0,matched_goal_actor_label_drift,User,View Student List,A user opens the application to see all students currently stored in the system.,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (listPage method) | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-sys...,List students,0.3571,0.5
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,deepseek-v4-pro,1,matched_goal_actor_label_drift,User,Add Student,A user can add a new student record by filling in a form and saving it.,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (savePage and saveBooking POST methods) | student-management-system/src/main/java/com/studentmgr/model/Student.java | student-m...,Save student,0.3333,0.75
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,deepseek-v4-pro,2,matched_goal_actor_label_drift,User,Edit Student,A user can modify an existing student's details.,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (savePage with id param and saveBooking POST) | student-management-system/src/main/java/com/studentmgr/service/StudentService.j...,Open student create or edit form,0.4,0.5
Asitha123__Java-Spring-boot-Student-Management-System,full_selected_context,deepseek-v4-pro,3,matched_goal_actor_label_drift,User,Delete Student,A user can remove a student record from the system.,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (deleteBooking method) | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-managemen...,Delete student,1.0,0.5
Asitha123__Java-Spring-boot-Student-Management-System,oracle_upper_bound,deepseek-v4-pro,0,actor_scope_error,User,View Student List,User views all students stored in the system.,"student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (listPage method, GET /) | student-management-system/src/main/java/com/studentmgr/model/Student.java",List students,0.2727,
Asitha123__Java-Spring-boot-Student-Management-System,oracle_upper_bound,deepseek-v4-pro,1,matched_goal_actor_label_drift,User,Add Student,User creates a new student record with details.,"student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (savePage GET, saveBooking POST /save) | student-management-system/src/main/java/com/studentmgr/model/Student.java",Save student,0.3333,0.75
Asitha123__Java-Spring-boot-Student-Management-System,oracle_upper_bound,deepseek-v4-pro,2,matched_goal_actor_label_drift,User,Edit Student,User modifies an existing student's information.,"student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (savePage GET with param q, saveBooking POST /save) | student-management-system/src/main/java/com/studentmgr/service/StudentSer...",Open student create or edit form,0.4,0.5
Asitha123__Java-Spring-boot-Student-Management-System,oracle_upper_bound,deepseek-v4-pro,3,matched_goal_actor_label_drift,User,Delete Student,User removes a student from the system.,"student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java (deleteBooking method, /delete) | student-management-system/src/main/java/com/studentmgr/service/StudentService.java (delete me...",Delete student,1.0,0.5
JacksonGao1999__StudentManagement,readme_only,deepseek-v4-pro,0,matched_goal_actor_label_drift,User,Add Student,User submits a form to create a new student record after client‑side validation.,README.md,Create student,0.3333,0.2
JacksonGao1999__StudentManagement,readme_only,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,User,View Student List,"User opens the list page, which loads all students dynamically via AJAX.",README.md,View and update student,0.4,0.0
JacksonGao1999__StudentManagement,readme_only,deepseek-v4-pro,2,actor_scope_error,User,Edit Student,"User selects a student, modifies their information, and submits an update.",README.md,Create student,0.3333,
JacksonGao1999__StudentManagement,readme_only,deepseek-v4-pro,3,actor_scope_error,User,Remove Student,User deletes a student record with confirmation.,README.md,Create student,0.3333,
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,0,actor_scope_error,User,View Student List,User views a paginated list of all students with key details.,student-crud/src/main/resources/mapper/StudentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,View and update student,0.4,
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,1,matched_goal_actor_label_drift,User,Add Student,User adds a new student record by filling a form.,student-crud/src/main/resources/mapper/StudentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,Create student,0.3333,0.2
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,2,matched_goal_actor_label_drift,User,Update Student,User edits an existing student's information.,student-crud/src/main/resources/mapper/StudentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,View and update student,0.5,0.2
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,3,matched_goal_actor_label_drift,User,Delete Student,User removes a student record after confirmation.,student-crud/src/main/resources/mapper/StudentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,Delete students,0.3333,0.25
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,4,actor_scope_error,User,View Department List,User views a list of all departments used for student assignment.,student-crud/src/main/resources/mapper/DepartmentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,Load department options,0.2424,
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,5,actor_scope_error,User,Add Department,User creates a new department record.,student-crud/src/main/resources/mapper/DepartmentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,Create student,0.2857,
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,6,actor_scope_error,User,Update Department,User edits an existing department name.,student-crud/src/main/resources/mapper/DepartmentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,View and update student,0.2581,
JacksonGao1999__StudentManagement,file_tree_only,deepseek-v4-pro,7,actor_scope_error,User,Delete Department,User deletes a department that has no associated students.,student-crud/src/main/resources/mapper/DepartmentMapper.xml | student-crud/src/main/webapp/WEB-INF/dispatcherServlet-servlet.xml,Delete students,0.3333,
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Administrator,View Student List,"Administrator browses a paginated list of all students, 5 per page.",StudentController.getStusWithJson | /stus | StudentService.getAll,View and update student,0.4,0.0
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,1,matched_supported_goal,Administrator,Add Student,"Administrator creates a new student record with validated name, department and other fields.",StudentController.saveStu | POST /stu | StudentController.checkuser | /checkuser | StudentService.saveStu,Create student,0.3333,0.2
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,2,code_context_overgeneralization,Administrator,Edit Student,Administrator modifies an existing student's information.,StudentController.getStu (partial) | /stu/{id} GET | StudentService.updateStu,Create student,0.3333,
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,3,implementation_level_goal,Administrator,Delete Student,Administrator removes a single student from the system.,StudentService.deleteStu | inferred DELETE /stu/{id},Create student,0.3333,
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Administrator,Bulk Delete Students,Administrator deletes multiple selected students at once.,StudentService.deleteBatch,Delete students,0.6667,0.0
JacksonGao1999__StudentManagement,readme_plus_code,deepseek-v4-pro,5,code_context_overgeneralization,Administrator,View Department List,Administrator retrieves all departments (clubs) for dropdown menus when adding or editing students.,DepartmentController.getDepts | /depts | DepartmentService.getDepts,Load department options,0.2647,
JacksonGao1999__StudentManagement,random_code_same_budget,deepseek-v4-pro,0,matched_supported_goal,Administrator,List Students,"View a paginated list of all students, ordered by student ID, with five students per page.",student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,List students with pagination,0.5,0.4
JacksonGao1999__StudentManagement,random_code_same_budget,deepseek-v4-pro,1,matched_supported_goal,Administrator,Add Student,"Add a new student by providing name (2-5 Chinese characters), gender, email, and department.",student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/bean/Student.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,Create student,0.3333,0.4
JacksonGao1999__StudentManagement,random_code_same_budget,deepseek-v4-pro,2,code_context_overgeneralization,Administrator,Edit Student,"Modify an existing student's information such as name, email, gender, or department.",student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/webapp/WEB-INF/web.xml,Create student,0.3333,
JacksonGao1999__StudentManagement,random_code_same_budget,deepseek-v4-pro,3,implementation_level_goal,Administrator,Delete Student,Permanently remove a single student from the system.,student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/webapp/WEB-INF/web.xml,Create student,0.3333,
JacksonGao1999__StudentManagement,random_code_same_budget,deepseek-v4-pro,4,matched_supported_goal,Administrator,Batch Delete Students,Select multiple students and delete them in one operation.,student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/java/com/qizegao/controller/StudentController.java,Delete students,0.6667,0.5
